Xid,Name,Town,State,County,Suburb,Country,Postcode,Pedestrian,CountryCode,Neighbourhood,Rate,Osm,LonMin,LonMax,LatMin,LatMax,Wikidata,Kinds,Geometry,Otm,Wikipedia,Image,Source,Height,Width,Title,Text,Html,Lon,Lat
W320109723,Kavala Municipal Museum,Kavala,Μακεδονία - Θράκη,Δήμος Καβάλας,Σούγελο,Ελλάδα,65302,,gr,,3,way/320109723,24.413016,24.414012,40.937934,40.938797,Q6379041,"cultural,museums,interesting_places,shops,malls,art_galleries,tourist_facilities",osm,https://opentripmap.com/en/card/W320109723,https://en.wikipedia.org/wiki/Kavala%20Municipal%20Museum,https://commons.wikimedia.org/wiki/File:Macedonian_Museums-31-Dimotiko_Kavalas-137.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Macedonian_Museums-31-Dimotiko_Kavalas-137.jpg/400px-Macedonian_Museums-31-Dimotiko_Kavalas-137.jpg,287,400,en:Kavala Municipal Museum,"The Kavala Municipal Museum opened in 1986 in a two-story neoclassical building in Kavala city centre, very close to the Town Hall. Early in 2001, the museum moved to a tobacco warehouse, in Kapnergati Square, a much larger space. The museum includes a gallery of modern art (the museum has over a hundred works by such artists as Panos Gravalos, Stathis Haradzidis, Meropi Preka, Dimitris Kakoulidis, Klearhos Loukopoulos), a gallery of local painters (Vassikaridis, Miltonas and others) and the archive and sculpture gallery of Greek-born US sculptor Polygnotos Vagis.","<p>The <b>Kavala Municipal Museum</b> opened in 1986 in a two-story neoclassical building in Kavala city centre, very close to the Town Hall. Early in 2001, the museum moved to a tobacco warehouse, in Kapnergati Square, a much larger space. The museum includes a gallery of modern art (the museum has over a hundred works by such artists as Panos Gravalos, Stathis Haradzidis, Meropi Preka, Dimitris Kakoulidis, Klearhos Loukopoulos), a gallery of local painters (Vassikaridis, Miltonas and others) and the archive and sculpture gallery of Greek-born US sculptor Polygnotos Vagis.</p>",24.41349983,40.93834305
W320195356,Δημοτική Καπναποθήκη Καβάλας,Kavala,Μακεδονία - Θράκη,Δήμος Καβάλας,Άγιος Παύλος,Ελλάδα,65403,,gr,,3h,way/320195356,24.409006,24.409625,40.938275,40.938522,Q56151187,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",osm,https://opentripmap.com/en/card/W320195356,https://el.wikipedia.org/wiki/%CE%94%CE%B7%CE%BC%CE%BF%CF%84%CE%B9%CE%BA%CE%AE%20%CE%9A%CE%B1%CF%80%CE%BD%CE%B1%CF%80%CE%BF%CE%B8%CE%AE%CE%BA%CE%B7%20%CE%9A%CE%B1%CE%B2%CE%AC%CE%BB%CE%B1%CF%82,https://commons.wikimedia.org/wiki/File:Dimotiki_Kapnapothiki_Kavalas_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Dimotiki_Kapnapothiki_Kavalas_2.jpg/400px-Dimotiki_Kapnapothiki_Kavalas_2.jpg,300,400,el:Δημοτική Καπναποθήκη Καβάλας,"Η Δημοτική Καπναποθήκη Καβάλας οικοδομήθηκε γύρω στο 1908 ως καπναποθήκη για τον Ισραηλίτη καπνέμπορο Κιεζί Εμίν.Το ακίνητο αποτελείται από 5.500 τμ. Έχει χαρακτηριστικά οθωμανικού νεοκλασικισμού. Στο στηθαίο της στέγης ξεχωρίζουν τέσσερα στέμματα. Αφηρημένες παραστάσεις ανθέων, ήλιων και οικοσήμων διακοσμούν την ενδιαφέρουσα και μοναδική αυτή πρόσοψη ενώ υπάρχουν παραστάσεις ανθέων, ήλιων και οικοσήμων ενώ έχει διατηρηθεί ατόφιο το ξύλινο δάπεδο.","<p>Η <b>Δημοτική Καπναποθήκη Καβάλας</b> οικοδομήθηκε γύρω στο 1908 ως καπναποθήκη για τον Ισραηλίτη καπνέμπορο Κιεζί Εμίν.</p><p>Το ακίνητο αποτελείται από 5.500 τμ. Έχει χαρακτηριστικά οθωμανικού νεοκλασικισμού. Στο στηθαίο της στέγης ξεχωρίζουν τέσσερα στέμματα. Αφηρημένες παραστάσεις ανθέων, ήλιων και οικοσήμων διακοσμούν την ενδιαφέρουσα και μοναδική αυτή πρόσοψη ενώ υπάρχουν παραστάσεις ανθέων, ήλιων και οικοσήμων ενώ έχει διατηρηθεί ατόφιο το ξύλινο δάπεδο.</p>",24.40931511,40.93840027
W320457255,1ο Γυμνάσιο Καβάλας,Kavala,Μακεδονία - Θράκη,Δήμος Καβάλας,Σούγελο,Ελλάδα,65201,,gr,Περγιάλι,3h,way/320457255,24.416042,24.416838,40.938041,40.938628,Q47878614,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",osm,https://opentripmap.com/en/card/W320457255,https://el.wikipedia.org/wiki/1%CE%BF%20%CE%93%CF%85%CE%BC%CE%BD%CE%AC%CF%83%CE%B9%CE%BF%20%CE%9A%CE%B1%CE%B2%CE%AC%CE%BB%CE%B1%CF%82,https://commons.wikimedia.org/wiki/File:%CE%9A%CE%B1%CE%B2%CE%AC%CE%BB%CE%B1%2C_1%CE%BF_%CE%93%CF%85%CE%BC%CE%BD%CE%AC%CF%83%CE%B9%CE%BF.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/%CE%9A%CE%B1%CE%B2%CE%AC%CE%BB%CE%B1%2C_1%CE%BF_%CE%93%CF%85%CE%BC%CE%BD%CE%AC%CF%83%CE%B9%CE%BF.jpg/400px-%CE%9A%CE%B1%CE%B2%CE%AC%CE%BB%CE%B1%2C_1%CE%BF_%CE%93%CF%85%CE%BC%CE%BD%CE%AC%CF%83%CE%B9%CE%BF.jpg,301,400,el:1ο Γυμνάσιο Καβάλας,"Το 1ο Γυμνάσιο Καβάλας είναι χτισμένο κατά τα έτη 1909-1910 που αυτό το κάνει το παλαιότερο Γυμνάσιο της πόλης.Αρχικά ανήκε στη Μουσουλμανική Κοινότητα Καβάλας, η οποία συνεισέφερε με υποχρεωτικό έρανο και χρησιμοποιήθηκε ως τουρκικό σχολείο. Κατά τη διάρκεια των Βαλκανικών Πολέμων, ως Ελληνικό νοσοκομείο μέχρι το 1916. Όταν έγινε η ανταλλαγή πληθυσμών, η ιδιοκτησία του πέρασε στην Διαχείρισις Ανταλλάξιμου Περιουσίας (ΔΑΠ). Σε αυτό λειτούργησε το Γυμνάσιο Αρρένων της Καβάλας.","<p>Το <b>1ο Γυμνάσιο Καβάλας</b> είναι χτισμένο κατά τα έτη 1909-1910 που αυτό το κάνει το παλαιότερο Γυμνάσιο της πόλης.</p><p>Αρχικά ανήκε στη Μουσουλμανική Κοινότητα Καβάλας, η οποία συνεισέφερε με υποχρεωτικό έρανο και χρησιμοποιήθηκε ως τουρκικό σχολείο. Κατά τη διάρκεια των Βαλκανικών Πολέμων, ως Ελληνικό νοσοκομείο μέχρι το 1916. Όταν έγινε η ανταλλαγή πληθυσμών, η ιδιοκτησία του πέρασε στην Διαχείρισις Ανταλλάξιμου Περιουσίας (ΔΑΠ). Σε αυτό λειτούργησε το Γυμνάσιο Αρρένων της Καβάλας.</p>",24.41643143,40.93833542
W329004339,Casa Hagi Marcarov,Bălți,Municipiul Bălți,,,Moldova,MD-3121,,md,Centru,3h,way/329004339,27.927218,27.927476,47.757323,47.757539,Q19703625,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",osm,https://opentripmap.com/en/card/W329004339,https://ro.wikipedia.org/wiki/Casa%20Hagi%20Marcarov,https://commons.wikimedia.org/wiki/File:Primaria_Balti.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Primaria_Balti.jpg/400px-Primaria_Balti.jpg,256,400,ro:Casa Hagi Marcarov,"Casa Hagi Marcarov este un monument de arhitectură și istorie din municipiul Bălți. A fost construită la sfârșitul secolului al XIX-lea de președintele autoadministrării locale. Arhitectura clădirii cu două etaje are aspectul exterior influențat de modernul timpuriu, în care se simt reminescențele arhitecturii ruse. Între anii 1936-1938, interioarele au fost adaptate pentru sediul primăriei Bălți de către Etti-Rosa Spirer . A fost construită din cărămidă roșie cu ferestre arcuite, frontoane zimțate, cu un gard forjat, clădirea devine o perlă arhitecturală pentru oraș. În perioada sovietică aici a funcționat o policlinică. În 1988 clădirea a fost transmisă fabricii de confecții “40 de ani RSSM”, iar din 1993 devine proprietatea fabricii “Bălțeanca”. Astăzi aici este amplasat magazinul de firmă al fabricii.","<p><b>Casa Hagi Marcarov</b> este un monument de arhitectură și istorie din municipiul Bălți. A fost construită la sfârșitul secolului al XIX-lea de președintele autoadministrării locale. Arhitectura clădirii cu două etaje are aspectul exterior influențat de modernul timpuriu, în care se simt reminescențele arhitecturii ruse. Între anii 1936-1938, interioarele au fost adaptate pentru sediul primăriei Bălți de către Etti-Rosa Spirer . A fost construită din cărămidă roșie cu ferestre arcuite, frontoane zimțate, cu un gard forjat, clădirea devine o perlă arhitecturală pentru oraș. În perioada sovietică aici a funcționat o policlinică. În 1988 clădirea a fost transmisă fabricii de confecții “40 de ani RSSM”, iar din 1993 devine proprietatea fabricii “Bălțeanca”. Astăzi aici este amplasat magazinul de firmă al fabricii.</p>",27.92734718,47.75743103
W34130031,Teatrul Clasic Ioan Slavici,Arad,,Arad,,România,310123,,ro,,3h,way/34130031,21.315394,21.316193,46.170801,46.171439,Q1465261,"cultural,theatres_and_entertainments,interesting_places,other_theatres",osm,https://opentripmap.com/en/card/W34130031,https://en.wikipedia.org/wiki/Ioan%20Slavici%20Classical%20Theatre,https://commons.wikimedia.org/wiki/File:Teatrul_de_Stat_Ioan_Slavici_Arad.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Teatrul_de_Stat_Ioan_Slavici_Arad.jpg/400px-Teatrul_de_Stat_Ioan_Slavici_Arad.jpg,300,400,en:Ioan Slavici Classical Theatre,"The Ioan Slavici Classical Theatre is a theatre in the city of Arad, in the western side of Romania.The theatre was built in 1874, and displays a neoclassical architecture style. It was designed around 1862 by the architect Anton Czigler (or possibly his son, Győző Czigler), but the construction started only in 1869, under the supervision of architect Antal Szkalnitzky.The name was given by Ioan Slavici, a Romanian writer and native of Șiria, a commune near Arad.""Official site"".","<p>The <b>Ioan Slavici Classical Theatre</b> is a theatre in the city of Arad, in the western side of Romania.</p><p>The theatre was built in 1874, and displays a neoclassical architecture style. It was designed around 1862 by the architect Anton Czigler (or possibly his son, Győző Czigler), but the construction started only in 1869, under the supervision of architect Antal Szkalnitzky.</p><p>The name was given by Ioan Slavici, a Romanian writer and native of Șiria, a commune near Arad.</p><ul><li><cite class=""citation web cs1"">""Official site"".</cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=unknown&amp;rft.btitle=Official+site&amp;rft_id=https%3A%2F%2Fteatrulclasic.ro&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AIoan+Slavici+Classical+Theatre""></span></li></ul>",21.31578636,46.1711235
W37281210,Parco Alcide Cervi,Rimini,EMR,RN,,Italia,47921,,it,San Giovanni,3,way/37281210,12.571541,12.5764,44.056378,44.059262,Q3895360,"urban_environment,gardens_and_parks,cultural,interesting_places",osm,https://opentripmap.com/en/card/W37281210,https://it.wikipedia.org/wiki/Parco%20Alcide%20Cervi,https://commons.wikimedia.org/wiki/File:Parco_Cervi_Renzi_Callas_Rimini_P1040479.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Parco_Cervi_Renzi_Callas_Rimini_P1040479.JPG/400px-Parco_Cervi_Renzi_Callas_Rimini_P1040479.JPG,225,400,it:Parco Alcide Cervi,"Il parco Alcide Cervi è un parco pubblico di Rimini, che collega via Roma con il centro della città (Arco d'Augusto).La sua continuazione naturale verso il lungomare sono il parco Maria Callas prima del sottopassaggio della ferrovia, collegato ad essa tramite un ponte ciclo-pedonale che attraversa Via Roma, e il parco Madre Elisabetta Renzi, dopo di essa, che termina in piazzale John Fitzgerald Kennedy. La sua continuazione naturale verso ovest, dopo via Circonvallazione Meridionale, prende il nome di parco Olga Bondi, dedicato alla memoria della donna riminese vittima del fascismo.","<p>Il <b>parco Alcide Cervi</b> è un parco pubblico di Rimini, che collega via Roma con il centro della città (Arco d'Augusto).</p><p>La sua continuazione naturale verso il lungomare sono il parco Maria Callas prima del sottopassaggio della ferrovia, collegato ad essa tramite un ponte ciclo-pedonale che attraversa Via Roma, e il parco Madre Elisabetta Renzi, dopo di essa, che termina in piazzale John Fitzgerald Kennedy. La sua continuazione naturale verso ovest, dopo via Circonvallazione Meridionale, prende il nome di parco Olga Bondi, dedicato alla memoria della donna riminese vittima del fascismo.</p>",12.57428551,44.05778885
W89555738,Anfiteatro Romano,Rimini,EMR,RN,,Italia,47921,,it,San Giovanni,3h,way/89555738,12.574765,12.575884,44.0599,44.060522,Q3616684,"architecture,historic_architecture,historic,archaeology,cultural,theatres_and_entertainments,interesting_places,music_venues,other_archaeological_sites,amphitheatres",osm,https://opentripmap.com/en/card/W89555738,https://it.wikipedia.org/wiki/Anfiteatro%20romano%20di%20Rimini,https://commons.wikimedia.org/wiki/File:Rimini015.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Rimini015.jpg/400px-Rimini015.jpg,300,400,it:Anfiteatro romano di Rimini,"L'Anfiteatro romano di Rimini è stato eretto nel corso del II secolo d.C. e utilizzato essenzialmente per spettacoli gladiatori. Per il municipium di Ariminum, anticamente situato al confine nord della Repubblica romana e che già era arricchito da un teatro per le rappresentazioni e dal famoso Ponte di Tiberio (che, tra l'altro era stato iniziato da Augusto), l'anfiteatro segnò un passo avanti nel ""rango"" della città. Come era tradizione per questo tipo di edifici l'anfiteatro fu costruito perifericamente rispetto alla città, approfittando, in questo caso, della vicinanza del mare (infatti è situato a est del centro storico in direzione della spiaggia) per una più spettacolare resa emotiva.","<p>L'<b>Anfiteatro romano di Rimini</b> è stato eretto nel corso del II secolo d.C. e utilizzato essenzialmente per <i>spettacoli gladiatori</i>. Per il <i>municipium</i> di <i>Ariminum</i>, anticamente situato al confine nord della Repubblica romana e che già era arricchito da un teatro per le rappresentazioni e dal famoso Ponte di Tiberio (che, tra l'altro era stato iniziato da Augusto), l'anfiteatro segnò un passo avanti nel ""rango"" della città. Come era tradizione per questo tipo di edifici l'anfiteatro fu costruito perifericamente rispetto alla città, approfittando, in questo caso, della vicinanza del mare (infatti è situato a est del centro storico in direzione della spiaggia) per una più spettacolare resa emotiva.</p>",12.57544422,44.06022263
W931994648,Cazinoul din Arad,Arad,,Arad,,România,310123,,ro,,3h,way/931994648,21.32044,21.320752,46.171838,46.172085,Q12723718,"architecture,historic_architecture,interesting_places,casino,adult,other_buildings_and_structures",osm,https://opentripmap.com/en/card/W931994648,https://ro.wikipedia.org/wiki/Cazinoul%20din%20Arad,https://commons.wikimedia.org/wiki/File:Cazinoul_din_Arad.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Cazinoul_din_Arad.jpg/400px-Cazinoul_din_Arad.jpg,300,400,ro:Cazinoul din Arad,"Cazinoul din Arad este o clădire monument istoric aflată pe Bulevardul General Dragalina nr. 27, în municipiul Arad. Clădirea a fost construită în stil neobaroc și a fost finalizată în anul 1872.De-a lungul anilor, clădirea a funcționat drept sală de expoziții, evenimente și cazinou. După 1990 a ajuns în proprietate privată. În 2007, în incintă a funcționat un restaurant și un club, însă nu a durat însă mult și clădirea a fost abandonată. În 2017, starea cazinoului era destul de proastă. Pereții clădirii au fost distruși, geamurile sparte și puținele piese de mobilier rămase au fost arse sau distruse de către oamenii străzii care își fac veacul pe acolo.","<p><b>Cazinoul din Arad</b> este o clădire monument istoric aflată pe Bulevardul General Dragalina nr. 27, în municipiul Arad. Clădirea a fost construită în stil neobaroc și a fost finalizată în anul 1872.</p><p>De-a lungul anilor, clădirea a funcționat drept sală de expoziții, evenimente și cazinou. După 1990 a ajuns în proprietate privată. În 2007, în incintă a funcționat un restaurant și un club, însă nu a durat însă mult și clădirea a fost abandonată. În 2017, starea cazinoului era destul de proastă. Pereții clădirii au fost distruși, geamurile sparte și puținele piese de mobilier rămase au fost arse sau distruse de către oamenii străzii care își fac veacul pe acolo.</p>",21.32059669,46.17195129
N1087916196,Cartoon's,Antwerp,Vlaanderen,Antwerpen,,België - Belgique - Belgien,2000,Kaasstraat,be,Sint-Andries,3,node/1087916196,0,0,0,0,Q23374687,"cultural,cinemas,theatres_and_entertainments,interesting_places",osm,https://opentripmap.com/en/card/N1087916196,https://nl.wikipedia.org/wiki/Cartoon%27s,https://commons.wikimedia.org/wiki/File:Voorkant_Cinema_Cartoons.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Voorkant_Cinema_Cartoons.jpg/400px-Voorkant_Cinema_Cartoons.jpg,400,400,nl:Cartoon's,"Cartoon's is een stadsbioscoop in Antwerpen, gevestigd op Kaasstraat 4-6 achter de Grote Markt. De Cartoon's werd opgericht in 1978 en kende in de loop van de jaren verschillende eigenaren. Momenteel is de bioscoop in handen van de Belgische Lumière Groep.","<p><b>Cartoon's</b> is een stadsbioscoop in Antwerpen, gevestigd op Kaasstraat 4-6 achter de Grote Markt. De Cartoon's werd opgericht in 1978 en kende in de loop van de jaren verschillende eigenaren. Momenteel is de bioscoop in handen van de Belgische Lumière Groep.</p>",4.398037434,51.22154236
N1140971262,Yaroslav the Wise,Kharkiv,Харківська область,Харківська міська рада,Нагорний,Україна,61024,,ua,,3,node/1140971262,0,0,0,0,Q188943,"historic,monuments_and_memorials,interesting_places,monuments",osm,https://opentripmap.com/en/card/N1140971262,https://en.wikipedia.org/wiki/Yaroslav%20the%20Wise,https://commons.wikimedia.org/wiki/File:Yaroslav.gif,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Yaroslav.gif/400px-Yaroslav.gif,323,400,en:Yaroslav the Wise,"Yaroslav the Wise or Yaroslav I (c. 978 – 20 February 1054) was the Grand Prince of Kiev from 1019 until his death. He was also the Prince of Novgorod on three occasions, uniting the principalities for a time. Yaroslav's baptismal name was George (Old East Slavic: Гюрьгi, Gjurĭgì) after Saint George.","<p><b>Yaroslav the Wise</b> or <b>Yaroslav I</b> (c. 978 – 20 February 1054) was the Grand Prince of Kiev from 1019 until his death. He was also the Prince of Novgorod on three occasions, uniting the principalities for a time. Yaroslav's baptismal name was George (Old East Slavic: <span lang=""orv"">Гюрьгi</span>, <i>Gjurĭgì</i>) after Saint George.</p>",36.24713135,50.00443268
N1168000150,Rodina Station of Gorky Child Railway,Nizhny Novgorod,Нижегородская область,городской округ Нижний Новгород,Шпальный,Россия,603002,,ru,,3h,node/1168000150,0,0,0,0,Q16692279,"railway_stations,industrial_facilities,interesting_places",osm,https://opentripmap.com/en/card/N1168000150,https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0%20%28%D1%81%D1%82%D0%B0%D0%BD%D1%86%D0%B8%D1%8F%29,https://commons.wikimedia.org/wiki/File:Rodina_Station_of_Gorky_Child_Railway.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Rodina_Station_of_Gorky_Child_Railway.jpg/400px-Rodina_Station_of_Gorky_Child_Railway.jpg,300,400,ru:Родина (станция),Родина — железнодорожная станция Детской железной дороги имени Максима Горького. Памятник архитектуры.,<p><b>Родина </b>&nbsp;— железнодорожная станция Детской железной дороги имени Максима Горького. Памятник архитектуры.</p>,43.93322754,56.30792618
N1175468030,Chernivtsi Local Museum,Chernivtsi,Чернівецька область,,Калічанка,Україна,58000-58033,Ольги Кобилянської вулиця,ua,,3,node/1175468030,0,0,0,0,Q12170026,"cultural,museums,interesting_places,other_museums",osm,https://opentripmap.com/en/card/N1175468030,https://uk.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%BD%D1%96%D0%B2%D0%B5%D1%86%D1%8C%D0%BA%D0%B8%D0%B9%20%D0%BA%D1%80%D0%B0%D1%94%D0%B7%D0%BD%D0%B0%D0%B2%D1%87%D0%B8%D0%B9%20%D0%BC%D1%83%D0%B7%D0%B5%D0%B9,https://commons.wikimedia.org/wiki/File:%D0%A7%D0%B5%D1%80%D0%BD%D1%96%D0%B2%D0%B5%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D0%BD%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D1%94%D0%B7%D0%BD%D0%B0%D0%B2%D1%87%D0%B8%D0%B9_%D0%BC%D1%83%D0%B7%D0%B5%D0%B9.Jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/%D0%A7%D0%B5%D1%80%D0%BD%D1%96%D0%B2%D0%B5%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D0%BD%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D1%94%D0%B7%D0%BD%D0%B0%D0%B2%D1%87%D0%B8%D0%B9_%D0%BC%D1%83%D0%B7%D0%B5%D0%B9.Jpg/400px-%D0%A7%D0%B5%D1%80%D0%BD%D1%96%D0%B2%D0%B5%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D0%BD%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D1%94%D0%B7%D0%BD%D0%B0%D0%B2%D1%87%D0%B8%D0%B9_%D0%BC%D1%83%D0%B7%D0%B5%D0%B9.Jpg,194,400,uk:Чернівецький краєзнавчий музей,"Чернівецький обласний краєзнавчий музей — обласний краєзнавчий музей у місті Чернівцях, найбільше зібрання матеріалів і документів з історії, етнографії і культури Північної Буковини та Хотинщини.Музей розташований у центрі Чернівців за адресою: вул. О.Кобилянської, буд. 28.Турбота про необхідність збереження історичних пам'яток змусила буковинців заснувати у 1863 році крайовий музей, який одразу ж розпочав діяльність зі збору предметів у галузі природничих наук, археології, нумізматики та фалеристики. Проте вже у 1877 році цей музей змушений був припинити свою діяльність.","<p><b>Чернівецький обласний краєзнавчий музей</b>&nbsp;— обласний краєзнавчий музей у місті Чернівцях, найбільше зібрання матеріалів і документів з історії, етнографії і культури Північної Буковини та Хотинщини.</p><p>Музей розташований у центрі Чернівців за адресою: <i>вул. О.Кобилянської, буд. 28</i>.</p><p>Турбота про необхідність збереження історичних пам'яток змусила буковинців заснувати у 1863 році крайовий музей, який одразу ж розпочав діяльність зі збору предметів у галузі природничих наук, археології, нумізматики та фалеристики. Проте вже у 1877 році цей музей змушений був припинити свою діяльність.</p>",25.9372406,48.28866196
N1239420313,Gasitel,Volgograd,Волгоградская область,городской округ Волгоград,,Россия,400001,,ru,,3h,node/1239420313,0,0,0,0,Q4134071,"historic,monuments_and_memorials,interesting_places,monuments",osm,https://opentripmap.com/en/card/N1239420313,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%81%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,https://commons.wikimedia.org/wiki/File:Stalingrad_boot.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Stalingrad_boot.jpg/400px-Stalingrad_boot.jpg,300,400,ru:Гаситель,"341410044620005Гаси́тель (до 1926 года — Царёв) — пожарно-спасательный катер, спущенный на воду в 1903 году. Участвовал в Гражданской войне и Сталинградской битве, в ходе которой был потоплен. Впоследствии катер стал частью памятника волжским речникам.Во время Сталинградской битвы «Гаситель» работал на переправах: под огнём противника катер подвозил вооружение и продовольствие войскам, тушил пожары на других судах и на берегу, эвакуировал раненых и жителей.","<p><small>341410044620005</small></p><p><b>Гаси́тель</b> (до 1926 года — <b>Царёв</b>) — пожарно-спасательный катер, спущенный на воду в 1903 году. Участвовал в Гражданской войне и Сталинградской битве, в ходе которой был потоплен. Впоследствии катер стал частью памятника волжским речникам.</p><p>Во время Сталинградской битвы «Гаситель» работал на переправах: под огнём противника катер подвозил вооружение и продовольствие войскам, тушил пожары на других судах и на берегу, эвакуировал раненых и жителей.</p>",44.51303101,48.69760513
N1251739821,Palangos tiltas,Palanga,Klaipėdos apskritis,,Kunigiškiai,Lietuva,132,J. Basanavičiaus g.,lt,,3,node/1251739821,0,0,0,0,Q996007,"view_points,other,interesting_places",osm,https://opentripmap.com/en/card/N1251739821,https://lt.wikipedia.org/wiki/Palangos%20tiltas,https://commons.wikimedia.org/wiki/File:Palngos_tiltas.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Palngos_tiltas.JPG/400px-Palngos_tiltas.JPG,300,400,lt:Palangos tiltas,"Palangos tiltas – tiltas į Baltijos jūrą, Palangoje, viena populiariausių poilsiautojų ir turistų lankoma vieta Lietuvos pajūrio kurorte.Pastačius Palangos tiltą kranto linija pasistūmėjo apie 200 m. į jūros pusę ir krante susiformavo kyšulys.Iš karaliaus Zigmanto Vazos gavę teisę plėsti Palangos uostą, 1589 metais anglai pastatė tiltą į jūrą, įrengė akmeninį molą, pagilino jūros dugną laivybai vystyti.Senojo tilto statyba 1882 metais rūpinosi grafas Juozapas Tiškevičius.","<p><b>Palangos tiltas</b>&nbsp;– tiltas į Baltijos jūrą, Palangoje, viena populiariausių poilsiautojų ir turistų lankoma vieta Lietuvos pajūrio kurorte.</p><p>Pastačius Palangos tiltą kranto linija pasistūmėjo apie 200&nbsp;m. į jūros pusę ir krante susiformavo kyšulys.</p><p>Iš karaliaus Zigmanto Vazos gavę teisę plėsti Palangos uostą, 1589 metais anglai pastatė tiltą į jūrą, įrengė akmeninį molą, pagilino jūros dugną laivybai vystyti.</p><p>Senojo tilto statyba 1882 metais rūpinosi grafas Juozapas Tiškevičius.</p>",21.05034637,55.91987991
N136778093,Ateneul Roman,Bucharest,Municipiul București,Sector 1,,România,10287,,ro,,3h,node/136778093,0,0,0,0,Q755457,"theatres_and_entertainments,concert_halls,cultural,interesting_places",osm,https://opentripmap.com/en/card/N136778093,https://en.wikipedia.org/wiki/Romanian%20Athenaeum,https://commons.wikimedia.org/wiki/File:Ateneo_Rumano%2C_Bucarest%2C_Ruman%C3%ADa%2C_2016-05-29%2C_DD_73.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Ateneo_Rumano%2C_Bucarest%2C_Ruman%C3%ADa%2C_2016-05-29%2C_DD_73.jpg/400px-Ateneo_Rumano%2C_Bucarest%2C_Ruman%C3%ADa%2C_2016-05-29%2C_DD_73.jpg,301,400,en:Romanian Athenaeum,"The Romanian Athenaeum (Romanian: Ateneul Român) is a concert hall in the center of Bucharest, Romania and a landmark of the Romanian capital city. Opened in 1888, the ornate, domed, circular building is the city's most prestigious concert hall and home of the ""George Enescu"" Philharmonic and of the George Enescu Festival.In 1865, cultural and scientific personalities such as Constantin Esarcu, V. A. Urechia, and Nicolae Creţulescu founded the Romanian Atheneum Cultural Society. To serve its purposes, the Romanian Athenaeum, a building dedicated to art and science, would be erected in Bucharest.","<p>The <b>Romanian Athenaeum</b> (Romanian: <i lang=""ro"">Ateneul Român</i>) is a concert hall in the center of Bucharest, Romania and a landmark of the Romanian capital city. Opened in 1888, the ornate, domed, circular building is the city's most prestigious concert hall and home of the ""George Enescu"" Philharmonic and of the George Enescu Festival.</p><p>In 1865, cultural and scientific personalities such as Constantin Esarcu, V. A. Urechia, and Nicolae Creţulescu founded the Romanian Atheneum Cultural Society. To serve its purposes, the Romanian Athenaeum, a building dedicated to art and science, would be erected in Bucharest.</p>",26.09730148,44.44130325
